sale_id,order_id,order_date,order_year,order_quarter,month_name,customer_name,region,segment,sku,product_name,category,unit_cost,quantity,unit_price,discount_pct,line_revenue,line_margin
430,ORD-000164,2025-02-10,2025,1,February,Customer 032,Central,Enterprise,SKU-0030,Product 30,Electronics,13.16,5,27.25,0.0,136.25,70.45
431,ORD-000164,2025-02-10,2025,1,February,Customer 032,Central,Enterprise,SKU-0010,Product 10,Furniture,22.58,10,40.26,0.0,402.6,176.8
432,ORD-000165,2024-10-18,2024,4,October,Customer 030,South,Enterprise,SKU-0029,Product 29,Electronics,72.67,3,148.51,0.05,423.25,205.24
433,ORD-000165,2024-10-18,2024,4,October,Customer 030,South,Enterprise,SKU-0009,Product 9,Furniture,101.79,4,203.5,0.0,814.0,406.84
434,ORD-000165,2024-10-18,2024,4,October,Customer 030,South,Enterprise,SKU-0006,Product 6,Furniture,116.77,8,213.77,0.15,1453.64,519.48
435,ORD-000165,2024-10-18,2024,4,October,Customer 030,South,Enterprise,SKU-0006,Product 6,Furniture,116.77,1,224.6,0.0,224.6,107.83
436,ORD-000166,2025-08-04,2025,3,August,Customer 044,South,Consumer,SKU-0006,Product 6,Furniture,116.77,10,239.26,0.05,2272.97,1105.27
437,ORD-000166,2025-08-04,2025,3,August,Customer 044,South,Consumer,SKU-0027,Product 27,Electronics,12.36,7,20.9,0.0,146.3,59.78
438,ORD-000167,2025-02-14,2025,1,February,Customer 043,West,SMB,SKU-0006,Product 6,Furniture,116.77,3,192.83,0.0,578.49,228.18
439,ORD-000168,2024-01-07,2024,1,January,Customer 017,North,Consumer,SKU-0008,Product 8,Office,105.11,8,204.07,0.0,1632.56,791.68
440,ORD-000168,2024-01-07,2024,1,January,Customer 017,North,Consumer,SKU-0010,Product 10,Furniture,22.58,10,43.11,0.0,431.1,205.3
441,ORD-000168,2024-01-07,2024,1,January,Customer 017,North,Consumer,SKU-0009,Product 9,Furniture,101.79,6,191.1,0.0,1146.6,535.86
442,ORD-000168,2024-01-07,2024,1,January,Customer 017,North,Consumer,SKU-0022,Product 22,Furniture,115.9,2,189.92,0.0,379.84,148.04
443,ORD-000169,2025-02-19,2025,1,February,Customer 044,South,Consumer,SKU-0023,Product 23,Accessories,86.99,2,158.38,0.0,316.76,142.78
444,ORD-000169,2025-02-19,2025,1,February,Customer 044,South,Consumer,SKU-0012,Product 12,Accessories,73.88,10,102.09,0.0,1020.9,282.1
445,ORD-000169,2025-02-19,2025,1,February,Customer 044,South,Consumer,SKU-0016,Product 16,Electronics,105.97,3,172.49,0.1,465.72,147.81
446,ORD-000170,2025-01-17,2025,1,January,Customer 027,South,Consumer,SKU-0025,Product 25,Accessories,55.38,9,110.32,0.0,992.88,494.46
447,ORD-000170,2025-01-17,2025,1,January,Customer 027,South,Consumer,SKU-0025,Product 25,Accessories,55.38,4,103.25,0.1,371.7,150.18
448,ORD-000170,2025-01-17,2025,1,January,Customer 027,South,Consumer,SKU-0028,Product 28,Furniture,72.66,2,123.65,0.1,222.57,77.25
449,ORD-000170,2025-01-17,2025,1,January,Customer 027,South,Consumer,SKU-0023,Product 23,Accessories,86.99,6,107.17,0.1,578.72,56.78
450,ORD-000171,2024-04-24,2024,2,April,Customer 004,Central,Enterprise,SKU-0019,Product 19,Accessories,19.77,9,25.85,0.0,232.65,54.72
451,ORD-000171,2024-04-24,2024,2,April,Customer 004,Central,Enterprise,SKU-0028,Product 28,Furniture,72.66,9,117.27,0.15,897.12,243.18
452,ORD-000172,2024-07-29,2024,3,July,Customer 046,South,Consumer,SKU-0003,Product 3,Accessories,17.83,9,28.84,0.0,259.56,99.09
453,ORD-000172,2024-07-29,2024,3,July,Customer 046,South,Consumer,SKU-0015,Product 15,Furniture,32.54,3,54.96,0.05,156.64,59.02
454,ORD-000172,2024-07-29,2024,3,July,Customer 046,South,Consumer,SKU-0019,Product 19,Accessories,19.77,1,34.34,0.15,29.19,9.42
455,ORD-000172,2024-07-29,2024,3,July,Customer 046,South,Consumer,SKU-0026,Product 26,Furniture,18.92,5,36.13,0.05,171.62,77.02
456,ORD-000173,2024-09-17,2024,3,September,Customer 001,North,Enterprise,SKU-0019,Product 19,Accessories,19.77,2,23.68,0.0,47.36,7.82
457,ORD-000173,2024-09-17,2024,3,September,Customer 001,North,Enterprise,SKU-0023,Product 23,Accessories,86.99,2,149.47,0.0,298.94,124.96
458,ORD-000174,2024-03-11,2024,1,March,Customer 031,West,SMB,SKU-0010,Product 10,Furniture,22.58,7,30.23,0.0,211.61,53.55
459,ORD-000175,2025-10-18,2025,4,October,Customer 047,West,Consumer,SKU-0012,Product 12,Accessories,73.88,7,119.76,0.05,796.4,279.24
460,ORD-000175,2025-10-18,2025,4,October,Customer 047,West,Consumer,SKU-0013,Product 13,Office,7.24,2,13.52,0.15,22.98,8.5
461,ORD-000175,2025-10-18,2025,4,October,Customer 047,West,Consumer,SKU-0028,Product 28,Furniture,72.66,9,93.71,0.0,843.39,189.45
462,ORD-000175,2025-10-18,2025,4,October,Customer 047,West,Consumer,SKU-0004,Product 4,Electronics,23.19,3,50.84,0.05,144.89,75.32
463,ORD-000176,2025-06-25,2025,2,June,Customer 009,Central,SMB,SKU-0027,Product 27,Electronics,12.36,1,24.03,0.0,24.03,11.67
464,ORD-000176,2025-06-25,2025,2,June,Customer 009,Central,SMB,SKU-0015,Product 15,Furniture,32.54,9,51.91,0.05,443.83,150.97
465,ORD-000177,2024-08-23,2024,3,August,Customer 016,East,Consumer,SKU-0012,Product 12,Accessories,73.88,3,106.35,0.15,271.19,49.55
466,ORD-000177,2024-08-23,2024,3,August,Customer 016,East,Consumer,SKU-0025,Product 25,Accessories,55.38,2,65.56,0.15,111.45,0.69
467,ORD-000177,2024-08-23,2024,3,August,Customer 016,East,Consumer,SKU-0014,Product 14,Office,106.05,10,207.26,0.0,2072.6,1012.1
468,ORD-000177,2024-08-23,2024,3,August,Customer 016,East,Consumer,SKU-0008,Product 8,Office,105.11,4,128.3,0.1,461.88,41.44
469,ORD-000178,2024-02-04,2024,1,February,Customer 029,South,Consumer,SKU-0008,Product 8,Office,105.11,1,165.27,0.0,165.27,60.16
470,ORD-000179,2025-07-06,2025,3,July,Customer 014,East,Enterprise,SKU-0005,Product 5,Office,114.69,9,251.53,0.0,2263.77,1231.56
471,ORD-000180,2025-08-12,2025,3,August,Customer 021,South,Consumer,SKU-0008,Product 8,Office,105.11,5,217.59,0.15,924.76,399.21
472,ORD-000180,2025-08-12,2025,3,August,Customer 021,South,Consumer,SKU-0017,Product 17,Accessories,14.85,4,23.53,0.0,94.12,34.72
473,ORD-000180,2025-08-12,2025,3,August,Customer 021,South,Consumer,SKU-0002,Product 2,Office,93.39,9,200.41,0.15,1533.14,692.63
474,ORD-000181,2024-06-28,2024,2,June,Customer 041,Central,SMB,SKU-0018,Product 18,Furniture,98.84,8,118.53,0.0,948.24,157.52
475,ORD-000181,2024-06-28,2024,2,June,Customer 041,Central,SMB,SKU-0021,Product 21,Accessories,35.48,7,70.08,0.0,490.56,242.2
476,ORD-000181,2024-06-28,2024,2,June,Customer 041,Central,SMB,SKU-0023,Product 23,Accessories,86.99,7,137.33,0.0,961.31,352.38
477,ORD-000181,2024-06-28,2024,2,June,Customer 041,Central,SMB,SKU-0013,Product 13,Office,7.24,3,14.06,0.05,40.07,18.35
478,ORD-000182,2024-09-03,2024,3,September,Customer 015,West,Enterprise,SKU-0028,Product 28,Furniture,72.66,3,145.03,0.0,435.09,217.11
479,ORD-000182,2024-09-03,2024,3,September,Customer 015,West,Enterprise,SKU-0018,Product 18,Furniture,98.84,7,214.1,0.1,1348.83,656.95
480,ORD-000182,2024-09-03,2024,3,September,Customer 015,West,Enterprise,SKU-0017,Product 17,Accessories,14.85,3,23.13,0.0,69.39,24.84
481,ORD-000183,2024-07-27,2024,3,July,Customer 022,North,Consumer,SKU-0030,Product 30,Electronics,13.16,8,26.84,0.0,214.72,109.44
482,ORD-000184,2025-07-02,2025,3,July,Customer 047,West,Consumer,SKU-0002,Product 2,Office,93.39,5,144.38,0.1,649.71,182.76
483,ORD-000184,2025-07-02,2025,3,July,Customer 047,West,Consumer,SKU-0020,Product 20,Furniture,113.89,1,235.44,0.0,235.44,121.55
484,ORD-000185,2025-08-24,2025,3,August,Customer 047,West,Consumer,SKU-0016,Product 16,Electronics,105.97,4,218.61,0.0,874.44,450.56
485,ORD-000185,2025-08-24,2025,3,August,Customer 047,West,Consumer,SKU-0010,Product 10,Furniture,22.58,1,30.99,0.0,30.99,8.41
486,ORD-000186,2024-04-30,2024,2,April,Customer 048,West,SMB,SKU-0030,Product 30,Electronics,13.16,4,24.75,0.15,84.15,31.51
487,ORD-000186,2024-04-30,2024,2,April,Customer 048,West,SMB,SKU-0007,Product 7,Electronics,63.38,7,133.79,0.1,842.88,399.22
488,ORD-000186,2024-04-30,2024,2,April,Customer 048,West,SMB,SKU-0011,Product 11,Electronics,67.03,5,103.88,0.1,467.46,132.31
489,ORD-000186,2024-04-30,2024,2,April,Customer 048,West,SMB,SKU-0021,Product 21,Accessories,35.48,6,52.29,0.0,313.74,100.86
490,ORD-000187,2025-06-09,2025,2,June,Customer 032,Central,Enterprise,SKU-0004,Product 4,Electronics,23.19,8,45.21,0.0,361.68,176.16
491,ORD-000187,2025-06-09,2025,2,June,Customer 032,Central,Enterprise,SKU-0030,Product 30,Electronics,13.16,4,20.26,0.05,76.99,24.35
492,ORD-000187,2025-06-09,2025,2,June,Customer 032,Central,Enterprise,SKU-0002,Product 2,Office,93.39,10,192.13,0.15,1633.11,699.2
493,ORD-000187,2025-06-09,2025,2,June,Customer 032,Central,Enterprise,SKU-0005,Product 5,Office,114.69,1,163.3,0.1,146.97,32.28
494,ORD-000188,2025-08-16,2025,3,August,Customer 047,West,Consumer,SKU-0010,Product 10,Furniture,22.58,3,30.62,0.0,91.86,24.12
495,ORD-000188,2025-08-16,2025,3,August,Customer 047,West,Consumer,SKU-0013,Product 13,Office,7.24,10,14.66,0.05,139.27,66.87
496,ORD-000188,2025-08-16,2025,3,August,Customer 047,West,Consumer,SKU-0018,Product 18,Furniture,98.84,6,140.37,0.05,800.11,207.07
497,ORD-000188,2025-08-16,2025,3,August,Customer 047,West,Consumer,SKU-0024,Product 24,Office,119.44,8,195.15,0.15,1327.02,371.5
498,ORD-000189,2024-12-26,2024,4,December,Customer 011,North,Enterprise,SKU-0024,Product 24,Office,119.44,9,198.6,0.1,1608.66,533.7
499,ORD-000189,2024-12-26,2024,4,December,Customer 011,North,Enterprise,SKU-0021,Product 21,Accessories,35.48,1,60.32,0.0,60.32,24.84
500,ORD-000190,2025-11-15,2025,4,November,Customer 004,Central,Enterprise,SKU-0014,Product 14,Office,106.05,3,215.78,0.0,647.34,329.19
501,ORD-000191,2024-03-10,2024,1,March,Customer 046,South,Consumer,SKU-0001,Product 1,Office,87.88,4,147.73,0.0,590.92,239.4
502,ORD-000191,2024-03-10,2024,1,March,Customer 046,South,Consumer,SKU-0002,Product 2,Office,93.39,10,169.93,0.1,1529.37,595.47
503,ORD-000192,2025-05-09,2025,2,May,Customer 043,West,SMB,SKU-0001,Product 1,Office,87.88,1,150.17,0.05,142.66,54.78
504,ORD-000192,2025-05-09,2025,2,May,Customer 043,West,SMB,SKU-0001,Product 1,Office,87.88,1,149.91,0.0,149.91,62.03
505,ORD-000192,2025-05-09,2025,2,May,Customer 043,West,SMB,SKU-0018,Product 18,Furniture,98.84,5,115.45,0.15,490.66,-3.54
506,ORD-000192,2025-05-09,2025,2,May,Customer 043,West,SMB,SKU-0022,Product 22,Furniture,115.9,7,231.39,0.0,1619.73,808.43
507,ORD-000193,2024-04-19,2024,2,April,Customer 007,Central,Consumer,SKU-0008,Product 8,Office,105.11,4,189.28,0.0,757.12,336.68
508,ORD-000193,2024-04-19,2024,2,April,Customer 007,Central,Consumer,SKU-0027,Product 27,Electronics,12.36,6,17.68,0.05,100.78,26.62
509,ORD-000194,2024-03-21,2024,1,March,Customer 024,North,SMB,SKU-0015,Product 15,Furniture,32.54,10,45.73,0.15,388.7,63.31
510,ORD-000194,2024-03-21,2024,1,March,Customer 024,North,SMB,SKU-0008,Product 8,Office,105.11,5,196.37,0.0,981.85,456.3
511,ORD-000194,2024-03-21,2024,1,March,Customer 024,North,SMB,SKU-0021,Product 21,Accessories,35.48,1,44.29,0.05,42.08,6.6
512,ORD-000194,2024-03-21,2024,1,March,Customer 024,North,SMB,SKU-0013,Product 13,Office,7.24,9,11.94,0.15,91.34,26.18
513,ORD-000195,2024-01-10,2024,1,January,Customer 045,North,Enterprise,SKU-0003,Product 3,Accessories,17.83,8,36.33,0.15,247.04,104.4
514,ORD-000195,2024-01-10,2024,1,January,Customer 045,North,Enterprise,SKU-0026,Product 26,Furniture,18.92,6,33.0,0.0,198.0,84.48
515,ORD-000196,2025-06-24,2025,2,June,Customer 003,South,Consumer,SKU-0007,Product 7,Electronics,63.38,10,104.53,0.0,1045.3,411.5
516,ORD-000196,2025-06-24,2025,2,June,Customer 003,South,Consumer,SKU-0030,Product 30,Electronics,13.16,2,24.59,0.0,49.18,22.86
517,ORD-000197,2025-07-10,2025,3,July,Customer 037,South,Consumer,SKU-0006,Product 6,Furniture,116.77,6,136.21,0.0,817.26,116.64
518,ORD-000198,2025-08-24,2025,3,August,Customer 010,West,Consumer,SKU-0030,Product 30,Electronics,13.16,2,19.27,0.1,34.69,8.37
519,ORD-000198,2025-08-24,2025,3,August,Customer 010,West,Consumer,SKU-0008,Product 8,Office,105.11,10,212.99,0.05,2023.4,972.3
520,ORD-000198,2025-08-24,2025,3,August,Customer 010,West,Consumer,SKU-0022,Product 22,Furniture,115.9,9,173.65,0.15,1328.42,285.32
521,ORD-000198,2025-08-24,2025,3,August,Customer 010,West,Consumer,SKU-0005,Product 5,Office,114.69,2,192.2,0.0,384.4,155.02
522,ORD-000199,2024-02-24,2024,1,February,Customer 007,Central,Consumer,SKU-0008,Product 8,Office,105.11,2,158.47,0.1,285.25,75.03
523,ORD-000199,2024-02-24,2024,1,February,Customer 007,Central,Consumer,SKU-0020,Product 20,Furniture,113.89,7,246.84,0.0,1727.88,930.65
524,ORD-000199,2024-02-24,2024,1,February,Customer 007,Central,Consumer,SKU-0001,Product 1,Office,87.88,5,173.36,0.05,823.46,384.06
525,ORD-000199,2024-02-24,2024,1,February,Customer 007,Central,Consumer,SKU-0016,Product 16,Electronics,105.97,4,161.46,0.05,613.55,189.67
526,ORD-000200,2025-03-18,2025,1,March,Customer 012,West,SMB,SKU-0003,Product 3,Accessories,17.83,10,26.03,0.0,260.3,82.0
527,ORD-000200,2025-03-18,2025,1,March,Customer 012,West,SMB,SKU-0023,Product 23,Accessories,86.99,2,107.53,0.0,215.06,41.08
528,ORD-000200,2025-03-18,2025,1,March,Customer 012,West,SMB,SKU-0013,Product 13,Office,7.24,3,13.95,0.0,41.85,20.13
529,ORD-000200,2025-03-18,2025,1,March,Customer 012,West,SMB,SKU-0012,Product 12,Accessories,73.88,2,92.06,0.0,184.12,36.36
530,ORD-000201,2025-03-31,2025,1,March,Customer 024,North,SMB,SKU-0004,Product 4,Electronics,23.19,3,28.79,0.05,82.05,12.48
531,ORD-000201,2025-03-31,2025,1,March,Customer 024,North,SMB,SKU-0015,Product 15,Furniture,32.54,9,56.37,0.05,481.96,189.1
532,ORD-000201,2025-03-31,2025,1,March,Customer 024,North,SMB,SKU-0004,Product 4,Electronics,23.19,1,28.85,0.1,25.97,2.78
533,ORD-000202,2024-04-05,2024,2,April,Customer 039,South,SMB,SKU-0028,Product 28,Furniture,72.66,7,84.5,0.05,561.92,53.3
534,ORD-000202,2024-04-05,2024,2,April,Customer 039,South,SMB,SKU-0013,Product 13,Office,7.24,2,13.84,0.1,24.91,10.43
535,ORD-000202,2024-04-05,2024,2,April,Customer 039,South,SMB,SKU-0029,Product 29,Electronics,72.67,4,127.21,0.0,508.84,218.16
536,ORD-000203,2025-12-02,2025,4,December,Customer 025,West,Consumer,SKU-0005,Product 5,Office,114.69,5,168.16,0.05,798.76,225.31
537,ORD-000203,2025-12-02,2025,4,December,Customer 025,West,Consumer,SKU-0005,Product 5,Office,114.69,2,152.03,0.0,304.06,74.68
538,ORD-000204,2025-03-07,2025,1,March,Customer 020,Central,SMB,SKU-0026,Product 26,Furniture,18.92,2,28.93,0.0,57.86,20.02
539,ORD-000204,2025-03-07,2025,1,March,Customer 020,Central,SMB,SKU-0024,Product 24,Office,119.44,8,211.83,0.0,1694.64,739.12
540,ORD-000204,2025-03-07,2025,1,March,Customer 020,Central,SMB,SKU-0015,Product 15,Furniture,32.54,2,42.05,0.0,84.1,19.02
541,ORD-000204,2025-03-07,2025,1,March,Customer 020,Central,SMB,SKU-0013,Product 13,Office,7.24,6,14.72,0.05,83.9,40.46
542,ORD-000205,2024-12-03,2024,4,December,Customer 029,South,Consumer,SKU-0014,Product 14,Office,106.05,10,137.12,0.0,1371.2,310.7
543,ORD-000205,2024-12-03,2024,4,December,Customer 029,South,Consumer,SKU-0020,Product 20,Furniture,113.89,4,188.26,0.0,753.04,297.48
544,ORD-000205,2024-12-03,2024,4,December,Customer 029,South,Consumer,SKU-0013,Product 13,Office,7.24,6,10.54,0.15,53.75,10.31
545,ORD-000206,2025-10-10,2025,4,October,Customer 032,Central,Enterprise,SKU-0011,Product 11,Electronics,67.03,7,96.81,0.05,643.79,174.58
546,ORD-000206,2025-10-10,2025,4,October,Customer 032,Central,Enterprise,SKU-0012,Product 12,Accessories,73.88,2,157.27,0.0,314.54,166.78
547,ORD-000207,2025-08-29,2025,3,August,Customer 035,East,Enterprise,SKU-0022,Product 22,Furniture,115.9,9,136.56,0.15,1044.68,1.58
548,ORD-000207,2025-08-29,2025,3,August,Customer 035,East,Enterprise,SKU-0015,Product 15,Furniture,32.54,4,52.4,0.0,209.6,79.44
549,ORD-000208,2025-12-10,2025,4,December,Customer 005,West,Enterprise,SKU-0022,Product 22,Furniture,115.9,8,150.22,0.0,1201.76,274.56
550,ORD-000208,2025-12-10,2025,4,December,Customer 005,West,Enterprise,SKU-0008,Product 8,Office,105.11,5,193.57,0.15,822.67,297.12
551,ORD-000208,2025-12-10,2025,4,December,Customer 005,West,Enterprise,SKU-0014,Product 14,Office,106.05,7,130.19,0.1,820.2,77.85
552,ORD-000208,2025-12-10,2025,4,December,Customer 005,West,Enterprise,SKU-0016,Product 16,Electronics,105.97,10,166.46,0.1,1498.14,438.44
553,ORD-000209,2025-12-09,2025,4,December,Customer 027,South,Consumer,SKU-0026,Product 26,Furniture,18.92,6,35.7,0.1,192.78,79.26
554,ORD-000210,2025-08-31,2025,3,August,Customer 041,Central,SMB,SKU-0004,Product 4,Electronics,23.19,4,42.68,0.0,170.72,77.96
555,ORD-000211,2024-06-19,2024,2,June,Customer 042,Central,SMB,SKU-0019,Product 19,Accessories,19.77,7,42.81,0.0,299.67,161.28
556,ORD-000212,2025-03-16,2025,1,March,Customer 007,Central,Consumer,SKU-0004,Product 4,Electronics,23.19,5,32.07,0.15,136.3,20.35
557,ORD-000213,2025-06-15,2025,2,June,Customer 036,Central,Consumer,SKU-0015,Product 15,Furniture,32.54,6,50.78,0.15,258.98,63.74
558,ORD-000213,2025-06-15,2025,2,June,Customer 036,Central,Consumer,SKU-0019,Product 19,Accessories,19.77,9,25.86,0.0,232.74,54.81
559,ORD-000214,2025-05-09,2025,2,May,Customer 007,Central,Consumer,SKU-0014,Product 14,Office,106.05,2,134.88,0.15,229.3,17.2
560,ORD-000214,2025-05-09,2025,2,May,Customer 007,Central,Consumer,SKU-0005,Product 5,Office,114.69,6,169.45,0.05,965.86,277.72
561,ORD-000214,2025-05-09,2025,2,May,Customer 007,Central,Consumer,SKU-0026,Product 26,Furniture,18.92,4,32.11,0.0,128.44,52.76
562,ORD-000215,2025-05-02,2025,2,May,Customer 007,Central,Consumer,SKU-0024,Product 24,Office,119.44,8,177.35,0.0,1418.8,463.28
563,ORD-000215,2025-05-02,2025,2,May,Customer 007,Central,Consumer,SKU-0002,Product 2,Office,93.39,2,109.61,0.0,219.22,32.44
564,ORD-000215,2025-05-02,2025,2,May,Customer 007,Central,Consumer,SKU-0021,Product 21,Accessories,35.48,2,66.03,0.0,132.06,61.1
565,ORD-000215,2025-05-02,2025,2,May,Customer 007,Central,Consumer,SKU-0030,Product 30,Electronics,13.16,4,22.26,0.1,80.14,27.5
566,ORD-000216,2024-06-12,2024,2,June,Customer 022,North,Consumer,SKU-0015,Product 15,Furniture,32.54,4,64.68,0.15,219.91,89.75
567,ORD-000216,2024-06-12,2024,2,June,Customer 022,North,Consumer,SKU-0006,Product 6,Furniture,116.77,3,212.81,0.05,606.51,256.2
568,ORD-000216,2024-06-12,2024,2,June,Customer 022,North,Consumer,SKU-0013,Product 13,Office,7.24,1,13.93,0.0,13.93,6.69
569,ORD-000216,2024-06-12,2024,2,June,Customer 022,North,Consumer,SKU-0015,Product 15,Furniture,32.54,10,52.1,0.0,521.0,195.6
570,ORD-000217,2025-12-22,2025,4,December,Customer 014,East,Enterprise,SKU-0009,Product 9,Furniture,101.79,2,178.77,0.1,321.79,118.21
571,ORD-000217,2025-12-22,2025,4,December,Customer 014,East,Enterprise,SKU-0006,Product 6,Furniture,116.77,6,174.25,0.05,993.22,292.61
572,ORD-000218,2024-04-26,2024,2,April,Customer 017,North,Consumer,SKU-0017,Product 17,Accessories,14.85,6,26.39,0.1,142.51,53.41
573,ORD-000218,2024-04-26,2024,2,April,Customer 017,North,Consumer,SKU-0013,Product 13,Office,7.24,10,9.19,0.0,91.9,19.5
574,ORD-000218,2024-04-26,2024,2,April,Customer 017,North,Consumer,SKU-0028,Product 28,Furniture,72.66,8,130.66,0.15,888.49,307.21
575,ORD-000218,2024-04-26,2024,2,April,Customer 017,North,Consumer,SKU-0023,Product 23,Accessories,86.99,5,183.95,0.1,827.77,392.83
576,ORD-000219,2024-03-27,2024,1,March,Customer 044,South,Consumer,SKU-0011,Product 11,Electronics,67.03,2,93.88,0.0,187.76,53.7
577,ORD-000219,2024-03-27,2024,1,March,Customer 044,South,Consumer,SKU-0006,Product 6,Furniture,116.77,6,219.31,0.1,1184.27,483.65
578,ORD-000220,2025-02-01,2025,1,February,Customer 027,South,Consumer,SKU-0019,Product 19,Accessories,19.77,7,31.52,0.05,209.61,71.22
579,ORD-000220,2025-02-01,2025,1,February,Customer 027,South,Consumer,SKU-0021,Product 21,Accessories,35.48,9,66.64,0.15,509.8,190.48
580,ORD-000221,2024-06-26,2024,2,June,Customer 036,Central,Consumer,SKU-0016,Product 16,Electronics,105.97,5,137.48,0.0,687.4,157.55
581,ORD-000221,2024-06-26,2024,2,June,Customer 036,Central,Consumer,SKU-0027,Product 27,Electronics,12.36,8,22.25,0.0,178.0,79.12
582,ORD-000222,2024-01-10,2024,1,January,Customer 032,Central,Enterprise,SKU-0007,Product 7,Electronics,63.38,7,137.03,0.1,863.29,419.63
583,ORD-000222,2024-01-10,2024,1,January,Customer 032,Central,Enterprise,SKU-0021,Product 21,Accessories,35.48,8,56.04,0.05,425.9,142.06
584,ORD-000223,2025-03-01,2025,1,March,Customer 046,South,Consumer,SKU-0016,Product 16,Electronics,105.97,3,131.06,0.0,393.18,75.27
585,ORD-000223,2025-03-01,2025,1,March,Customer 046,South,Consumer,SKU-0026,Product 26,Furniture,18.92,4,27.56,0.0,110.24,34.56
586,ORD-000223,2025-03-01,2025,1,March,Customer 046,South,Consumer,SKU-0008,Product 8,Office,105.11,9,152.74,0.05,1305.93,359.94
587,ORD-000223,2025-03-01,2025,1,March,Customer 046,South,Consumer,SKU-0019,Product 19,Accessories,19.77,8,34.15,0.0,273.2,115.04
588,ORD-000224,2025-08-09,2025,3,August,Customer 008,Central,Enterprise,SKU-0025,Product 25,Accessories,55.38,9,111.56,0.0,1004.04,505.62
589,ORD-000224,2025-08-09,2025,3,August,Customer 008,Central,Enterprise,SKU-0018,Product 18,Furniture,98.84,1,192.54,0.05,182.91,84.07
590,ORD-000224,2025-08-09,2025,3,August,Customer 008,Central,Enterprise,SKU-0018,Product 18,Furniture,98.84,4,216.39,0.0,865.56,470.2
591,ORD-000225,2025-10-31,2025,4,October,Customer 049,West,Consumer,SKU-0010,Product 10,Furniture,22.58,1,36.63,0.0,36.63,14.05
592,ORD-000225,2025-10-31,2025,4,October,Customer 049,West,Consumer,SKU-0028,Product 28,Furniture,72.66,2,117.06,0.0,234.12,88.8
593,ORD-000226,2024-08-30,2024,3,August,Customer 014,East,Enterprise,SKU-0028,Product 28,Furniture,72.66,10,131.83,0.0,1318.3,591.7
594,ORD-000226,2024-08-30,2024,3,August,Customer 014,East,Enterprise,SKU-0020,Product 20,Furniture,113.89,3,224.83,0.0,674.49,332.82
595,ORD-000226,2024-08-30,2024,3,August,Customer 014,East,Enterprise,SKU-0026,Product 26,Furniture,18.92,1,33.08,0.1,29.77,10.85
596,ORD-000227,2024-10-14,2024,4,October,Customer 039,South,SMB,SKU-0011,Product 11,Electronics,67.03,5,97.45,0.0,487.25,152.1
597,ORD-000227,2024-10-14,2024,4,October,Customer 039,South,SMB,SKU-0028,Product 28,Furniture,72.66,9,158.74,0.15,1214.36,560.42
598,ORD-000228,2024-04-07,2024,2,April,Customer 009,Central,SMB,SKU-0030,Product 30,Electronics,13.16,1,28.85,0.15,24.52,11.36
599,ORD-000228,2024-04-07,2024,2,April,Customer 009,Central,SMB,SKU-0005,Product 5,Office,114.69,3,161.96,0.15,413.0,68.93
600,ORD-000228,2024-04-07,2024,2,April,Customer 009,Central,SMB,SKU-0011,Product 11,Electronics,67.03,4,130.68,0.15,444.31,176.19
601,ORD-000228,2024-04-07,2024,2,April,Customer 009,Central,SMB,SKU-0013,Product 13,Office,7.24,8,9.41,0.15,63.99,6.07
602,ORD-000229,2024-10-02,2024,4,October,Customer 041,Central,SMB,SKU-0013,Product 13,Office,7.24,8,8.9,0.0,71.2,13.28
603,ORD-000229,2024-10-02,2024,4,October,Customer 041,Central,SMB,SKU-0013,Product 13,Office,7.24,9,14.03,0.15,107.33,42.17
604,ORD-000229,2024-10-02,2024,4,October,Customer 041,Central,SMB,SKU-0030,Product 30,Electronics,13.16,6,21.42,0.05,122.09,43.13
605,ORD-000229,2024-10-02,2024,4,October,Customer 041,Central,SMB,SKU-0011,Product 11,Electronics,67.03,10,77.26,0.15,656.71,-13.59
606,ORD-000230,2024-04-05,2024,2,April,Customer 047,West,Consumer,SKU-0021,Product 21,Accessories,35.48,6,72.47,0.1,391.34,178.46
607,ORD-000230,2024-04-05,2024,2,April,Customer 047,West,Consumer,SKU-0013,Product 13,Office,7.24,4,15.69,0.0,62.76,33.8
608,ORD-000230,2024-04-05,2024,2,April,Customer 047,West,Consumer,SKU-0016,Product 16,Electronics,105.97,5,157.79,0.0,788.95,259.1
609,ORD-000230,2024-04-05,2024,2,April,Customer 047,West,Consumer,SKU-0011,Product 11,Electronics,67.03,9,117.76,0.1,953.86,350.59
610,ORD-000231,2025-05-11,2025,2,May,Customer 022,North,Consumer,SKU-0002,Product 2,Office,93.39,2,168.8,0.05,320.72,133.94
611,ORD-000232,2024-01-17,2024,1,January,Customer 008,Central,Enterprise,SKU-0015,Product 15,Furniture,32.54,8,37.44,0.05,284.54,24.22
612,ORD-000232,2024-01-17,2024,1,January,Customer 008,Central,Enterprise,SKU-0007,Product 7,Electronics,63.38,3,131.59,0.0,394.77,204.63
613,ORD-000233,2024-06-11,2024,2,June,Customer 018,Central,Enterprise,SKU-0021,Product 21,Accessories,35.48,6,50.13,0.0,300.78,87.9
614,ORD-000234,2025-11-11,2025,4,November,Customer 042,Central,SMB,SKU-0002,Product 2,Office,93.39,7,168.74,0.15,1004.0,350.27
